website_session_id,saw_homepage,saw_custom_lander,product_made_it,mrfuzzy_made_it,cart_made_it,shipping_made_it,billing_made_it,thankyou_made_it
12444,0,1,1,1,1,0,0,0
12445,0,1,0,0,0,0,0,0
12446,1,0,0,0,0,0,0,0
12447,1,0,0,0,0,0,0,0
12448,0,1,0,0,0,0,0,0
12449,0,1,0,0,0,0,0,0
12450,1,0,0,0,0,0,0,0
12451,1,0,0,0,0,0,0,0
12452,0,1,0,0,0,0,0,0
12453,0,1,1,0,0,0,0,0
12454,1,0,0,0,0,0,0,0
12455,0,1,0,0,0,0,0,0
12456,1,0,0,0,0,0,0,0
12457,1,0,1,1,1,0,0,0
12459,1,0,1,1,0,0,0,0
12460,0,1,0,0,0,0,0,0
12461,0,1,1,1,1,0,0,0
12463,0,1,0,0,0,0,0,0
12464,1,0,0,0,0,0,0,0
12465,1,0,0,0,0,0,0,0
12466,1,0,0,0,0,0,0,0
12467,0,1,0,0,0,0,0,0
12468,1,0,0,0,0,0,0,0
12470,0,1,0,0,0,0,0,0
12471,0,1,1,1,0,0,0,0
12472,0,1,0,0,0,0,0,0
12473,0,1,0,0,0,0,0,0
12474,1,0,0,0,0,0,0,0
12475,1,0,0,0,0,0,0,0
12476,1,0,0,0,0,0,0,0
12478,0,1,1,1,1,1,1,1
12480,1,0,0,0,0,0,0,0
12481,0,1,1,1,0,0,0,0
12483,1,0,0,0,0,0,0,0
12484,1,0,0,0,0,0,0,0
12485,1,0,1,1,0,0,0,0
12486,1,0,0,0,0,0,0,0
12488,0,1,1,1,0,0,0,0
12489,0,1,0,0,0,0,0,0
12490,0,1,1,1,0,0,0,0
12491,0,1,0,0,0,0,0,0
12492,0,1,0,0,0,0,0,0
12493,1,0,1,1,0,0,0,0
12494,0,1,0,0,0,0,0,0
12495,0,1,1,0,0,0,0,0
12496,1,0,1,1,1,1,1,0
12497,0,1,0,0,0,0,0,0
12498,0,1,0,0,0,0,0,0
12500,0,1,0,0,0,0,0,0
12501,0,1,0,0,0,0,0,0
12502,1,0,0,0,0,0,0,0
12503,1,0,0,0,0,0,0,0
12507,1,0,1,1,1,1,1,0
12508,0,1,1,1,0,0,0,0
12509,1,0,1,1,1,1,1,1
12510,0,1,1,0,0,0,0,0
12511,0,1,1,1,0,0,0,0
12512,0,1,1,1,0,0,0,0
12513,0,1,1,0,0,0,0,0
12514,0,1,0,0,0,0,0,0
12515,0,1,0,0,0,0,0,0
12516,1,0,0,0,0,0,0,0
12517,0,1,1,1,0,0,0,0
12518,0,1,0,0,0,0,0,0
12519,1,0,1,1,0,0,0,0
12520,0,1,1,1,0,0,0,0
12521,0,1,0,0,0,0,0,0
12522,1,0,0,0,0,0,0,0
12523,0,1,0,0,0,0,0,0
12524,1,0,0,0,0,0,0,0
12525,1,0,0,0,0,0,0,0
12526,0,1,0,0,0,0,0,0
12527,0,1,0,0,0,0,0,0
12529,1,0,0,0,0,0,0,0
12530,0,1,1,1,1,1,1,0
12532,1,0,0,0,0,0,0,0
12533,1,0,0,0,0,0,0,0
12534,1,0,0,0,0,0,0,0
12535,0,1,0,0,0,0,0,0
12536,0,1,0,0,0,0,0,0
12537,1,0,1,1,0,0,0,0
12538,0,1,0,0,0,0,0,0
12539,1,0,0,0,0,0,0,0
12540,0,1,0,0,0,0,0,0
12541,1,0,0,0,0,0,0,0
12542,1,0,0,0,0,0,0,0
12544,0,1,1,1,0,0,0,0
12545,1,0,0,0,0,0,0,0
12546,1,0,0,0,0,0,0,0
12547,1,0,1,1,0,0,0,0
12548,0,1,0,0,0,0,0,0
12549,0,1,0,0,0,0,0,0
12550,1,0,1,1,0,0,0,0
12551,1,0,1,1,1,1,0,0
12552,0,1,1,1,0,0,0,0
12553,1,0,0,0,0,0,0,0
12554,1,0,0,0,0,0,0,0
12555,0,1,1,0,0,0,0,0
12556,1,0,1,0,0,0,0,0
12557,1,0,0,0,0,0,0,0
12558,1,0,0,0,0,0,0,0
12559,0,1,1,0,0,0,0,0
12561,1,0,0,0,0,0,0,0
12562,1,0,0,0,0,0,0,0
12563,0,1,1,0,0,0,0,0
12564,0,1,1,1,0,0,0,0
12565,0,1,0,0,0,0,0,0
12567,1,0,0,0,0,0,0,0
12568,1,0,1,1,1,1,1,1
12569,1,0,1,0,0,0,0,0
12570,1,0,0,0,0,0,0,0
12571,1,0,0,0,0,0,0,0
12572,1,0,0,0,0,0,0,0
12573,1,0,0,0,0,0,0,0
12574,0,1,0,0,0,0,0,0
12575,0,1,1,1,1,0,0,0
12576,1,0,0,0,0,0,0,0
12577,0,1,0,0,0,0,0,0
12578,1,0,1,0,0,0,0,0
12579,1,0,1,1,1,1,1,1
12580,0,1,1,0,0,0,0,0
12581,0,1,1,1,1,1,0,0
12582,1,0,0,0,0,0,0,0
12583,1,0,1,0,0,0,0,0
12584,0,1,1,1,0,0,0,0
12585,0,1,0,0,0,0,0,0
12586,1,0,1,1,1,0,0,0
12587,1,0,0,0,0,0,0,0
12588,0,1,0,0,0,0,0,0
12589,1,0,1,0,0,0,0,0
12590,1,0,0,0,0,0,0,0
12591,0,1,0,0,0,0,0,0
12592,1,0,0,0,0,0,0,0
12593,0,1,1,0,0,0,0,0
12594,0,1,0,0,0,0,0,0
12596,1,0,0,0,0,0,0,0
12597,1,0,0,0,0,0,0,0
12598,1,0,0,0,0,0,0,0
12599,0,1,0,0,0,0,0,0
12601,0,1,0,0,0,0,0,0
12602,1,0,0,0,0,0,0,0
12603,1,0,0,0,0,0,0,0
12605,0,1,1,1,1,1,1,1
12606,1,0,0,0,0,0,0,0
12607,1,0,1,0,0,0,0,0
12608,1,0,1,0,0,0,0,0
12609,1,0,1,1,0,0,0,0
12610,1,0,0,0,0,0,0,0
12611,0,1,0,0,0,0,0,0
12612,0,1,0,0,0,0,0,0
12613,1,0,1,0,0,0,0,0
12614,1,0,0,0,0,0,0,0
12615,1,0,0,0,0,0,0,0
12616,1,0,1,1,0,0,0,0
12617,0,1,1,0,0,0,0,0
12618,1,0,0,0,0,0,0,0
12619,0,1,0,0,0,0,0,0
12620,1,0,1,1,0,0,0,0
12621,0,1,0,0,0,0,0,0
12622,0,1,1,1,0,0,0,0
12624,1,0,0,0,0,0,0,0
12625,0,1,0,0,0,0,0,0
12626,0,1,0,0,0,0,0,0
12627,0,1,1,0,0,0,0,0
12630,1,0,1,0,0,0,0,0
12631,0,1,0,0,0,0,0,0
12632,1,0,0,0,0,0,0,0
12633,1,0,1,1,0,0,0,0
12634,1,0,0,0,0,0,0,0
12635,1,0,0,0,0,0,0,0
12636,1,0,1,1,1,0,0,0
12637,1,0,1,1,1,1,1,0
12638,1,0,0,0,0,0,0,0
12639,1,0,1,1,0,0,0,0
12640,1,0,0,0,0,0,0,0
12641,0,1,0,0,0,0,0,0
12642,0,1,0,0,0,0,0,0
12643,1,0,1,0,0,0,0,0
12644,1,0,0,0,0,0,0,0
12645,1,0,1,1,0,0,0,0
12646,1,0,0,0,0,0,0,0
12647,1,0,0,0,0,0,0,0
12648,1,0,0,0,0,0,0,0
12649,0,1,1,1,0,0,0,0
12650,0,1,0,0,0,0,0,0
12651,0,1,1,1,1,0,0,0
12652,1,0,0,0,0,0,0,0
12654,1,0,1,1,0,0,0,0
12656,1,0,0,0,0,0,0,0
12657,1,0,1,1,0,0,0,0
12658,0,1,0,0,0,0,0,0
12659,1,0,1,1,0,0,0,0
12660,0,1,0,0,0,0,0,0
12662,0,1,0,0,0,0,0,0
12664,1,0,0,0,0,0,0,0
12665,0,1,1,0,0,0,0,0
12666,1,0,0,0,0,0,0,0
12667,0,1,0,0,0,0,0,0
12668,0,1,0,0,0,0,0,0
12669,1,0,0,0,0,0,0,0
12670,0,1,0,0,0,0,0,0
12673,0,1,0,0,0,0,0,0
12674,0,1,0,0,0,0,0,0
12675,1,0,1,0,0,0,0,0
12676,1,0,0,0,0,0,0,0
12678,1,0,0,0,0,0,0,0
12680,1,0,1,1,1,1,1,0
12681,0,1,1,1,0,0,0,0
12682,0,1,1,1,1,0,0,0
12683,1,0,0,0,0,0,0,0
12685,0,1,0,0,0,0,0,0
12686,0,1,0,0,0,0,0,0
12687,1,0,1,1,0,0,0,0
12688,0,1,0,0,0,0,0,0
12689,0,1,0,0,0,0,0,0
12690,0,1,0,0,0,0,0,0
12692,0,1,1,1,1,0,0,0
12693,0,1,0,0,0,0,0,0
12695,0,1,0,0,0,0,0,0
12696,0,1,0,0,0,0,0,0
12697,0,1,1,1,0,0,0,0
12698,1,0,0,0,0,0,0,0
12699,0,1,1,1,1,1,1,1
12700,1,0,0,0,0,0,0,0
12701,0,1,0,0,0,0,0,0
12702,1,0,0,0,0,0,0,0
12703,0,1,1,1,0,0,0,0
12704,0,1,0,0,0,0,0,0
12705,0,1,1,1,0,0,0,0
12706,0,1,1,0,0,0,0,0
12707,1,0,0,0,0,0,0,0
12708,0,1,1,1,1,1,1,1
12709,1,0,0,0,0,0,0,0
12710,0,1,0,0,0,0,0,0
12711,0,1,0,0,0,0,0,0
12712,0,1,1,1,0,0,0,0
12713,0,1,0,0,0,0,0,0
12714,0,1,1,1,0,0,0,0
12715,0,1,0,0,0,0,0,0
12716,1,0,0,0,0,0,0,0
12717,0,1,0,0,0,0,0,0
12718,0,1,0,0,0,0,0,0
12719,0,1,0,0,0,0,0,0
12720,1,0,0,0,0,0,0,0
12721,1,0,0,0,0,0,0,0
12722,1,0,0,0,0,0,0,0
12723,1,0,0,0,0,0,0,0
12724,1,0,1,1,0,0,0,0
12725,1,0,1,0,0,0,0,0
12726,1,0,0,0,0,0,0,0
12727,1,0,1,0,0,0,0,0
12729,0,1,0,0,0,0,0,0
12730,1,0,0,0,0,0,0,0
12731,0,1,0,0,0,0,0,0
12732,0,1,0,0,0,0,0,0
12733,0,1,1,1,0,0,0,0
12734,1,0,1,1,0,0,0,0
12735,1,0,1,1,1,1,0,0
12736,1,0,0,0,0,0,0,0
12737,0,1,0,0,0,0,0,0
12738,1,0,1,1,1,1,1,1
12739,0,1,0,0,0,0,0,0
12740,1,0,1,0,0,0,0,0
12741,0,1,0,0,0,0,0,0
12742,0,1,1,1,1,0,0,0
12743,1,0,0,0,0,0,0,0
12744,1,0,0,0,0,0,0,0
12745,0,1,0,0,0,0,0,0
12746,0,1,0,0,0,0,0,0
12747,0,1,0,0,0,0,0,0
12748,1,0,0,0,0,0,0,0
12749,1,0,0,0,0,0,0,0
12750,0,1,1,1,1,1,0,0
12751,0,1,0,0,0,0,0,0
12752,1,0,1,1,0,0,0,0
12753,0,1,1,0,0,0,0,0
12754,0,1,1,0,0,0,0,0
12755,0,1,1,1,0,0,0,0
12756,0,1,0,0,0,0,0,0
12757,1,0,1,1,0,0,0,0
12758,0,1,1,1,1,1,0,0
12761,0,1,0,0,0,0,0,0
12762,0,1,1,1,0,0,0,0
12763,1,0,0,0,0,0,0,0
12764,1,0,0,0,0,0,0,0
12765,0,1,0,0,0,0,0,0
12766,1,0,0,0,0,0,0,0
12767,0,1,1,1,0,0,0,0
12768,1,0,1,1,0,0,0,0
12769,0,1,1,1,0,0,0,0
12770,1,0,1,0,0,0,0,0
12771,1,0,0,0,0,0,0,0
12772,1,0,1,1,0,0,0,0
12774,1,0,1,1,0,0,0,0
12775,1,0,0,0,0,0,0,0
12776,0,1,0,0,0,0,0,0
12777,1,0,1,1,0,0,0,0
12779,1,0,1,1,1,1,1,0
12780,0,1,0,0,0,0,0,0
12782,1,0,0,0,0,0,0,0
12783,0,1,0,0,0,0,0,0
12784,0,1,0,0,0,0,0,0
12785,0,1,0,0,0,0,0,0
12786,1,0,0,0,0,0,0,0
12787,1,0,1,1,1,1,1,0
12788,0,1,1,1,1,1,1,0
12789,1,0,0,0,0,0,0,0
12791,1,0,0,0,0,0,0,0
12792,0,1,0,0,0,0,0,0
12794,0,1,1,1,1,1,1,0
12795,0,1,1,1,0,0,0,0
12796,1,0,0,0,0,0,0,0
12798,1,0,0,0,0,0,0,0
12800,0,1,0,0,0,0,0,0
12801,1,0,0,0,0,0,0,0
12802,1,0,0,0,0,0,0,0
12803,0,1,0,0,0,0,0,0
12804,0,1,1,1,1,1,1,0
12805,1,0,1,1,1,1,1,0
12806,0,1,1,1,0,0,0,0
12807,0,1,1,1,1,1,1,1
12808,1,0,1,1,1,0,0,0
12810,0,1,0,0,0,0,0,0
12811,0,1,0,0,0,0,0,0
12812,0,1,0,0,0,0,0,0
12813,0,1,0,0,0,0,0,0
12814,1,0,1,0,0,0,0,0
12815,1,0,1,1,0,0,0,0
12816,0,1,1,1,0,0,0,0
12817,1,0,0,0,0,0,0,0
12818,1,0,1,0,0,0,0,0
12819,1,0,0,0,0,0,0,0
12820,1,0,0,0,0,0,0,0
12821,0,1,1,1,0,0,0,0
12822,1,0,0,0,0,0,0,0
12824,0,1,1,0,0,0,0,0
12825,0,1,0,0,0,0,0,0
12826,1,0,1,1,1,0,0,0
12827,0,1,0,0,0,0,0,0
12828,1,0,1,1,1,0,0,0
12829,0,1,1,0,0,0,0,0
12830,0,1,1,0,0,0,0,0
12832,0,1,1,0,0,0,0,0
12833,1,0,0,0,0,0,0,0
12834,1,0,0,0,0,0,0,0
12835,0,1,1,0,0,0,0,0
12836,1,0,0,0,0,0,0,0
12837,0,1,1,1,1,1,1,1
12838,1,0,1,1,0,0,0,0
12839,0,1,0,0,0,0,0,0
12840,1,0,0,0,0,0,0,0
12841,0,1,0,0,0,0,0,0
12843,1,0,1,1,1,1,1,0
12844,0,1,0,0,0,0,0,0
12846,0,1,0,0,0,0,0,0
12847,0,1,0,0,0,0,0,0
12848,0,1,0,0,0,0,0,0
12849,0,1,1,0,0,0,0,0
12850,0,1,1,1,0,0,0,0
12851,0,1,1,0,0,0,0,0
12852,0,1,0,0,0,0,0,0
12853,1,0,0,0,0,0,0,0
12854,1,0,1,1,1,1,1,0
12855,1,0,0,0,0,0,0,0
12857,1,0,1,1,0,0,0,0
12858,0,1,0,0,0,0,0,0
12860,1,0,0,0,0,0,0,0
12862,1,0,0,0,0,0,0,0
12863,1,0,1,0,0,0,0,0
12864,1,0,1,1,0,0,0,0
12865,0,1,1,0,0,0,0,0
12866,0,1,0,0,0,0,0,0
12867,0,1,0,0,0,0,0,0
12868,1,0,0,0,0,0,0,0
12869,1,0,1,1,0,0,0,0
12870,1,0,0,0,0,0,0,0
12871,0,1,0,0,0,0,0,0
12872,0,1,0,0,0,0,0,0
12873,0,1,0,0,0,0,0,0
12874,0,1,1,1,0,0,0,0
12877,0,1,1,1,1,1,1,0
12878,1,0,1,0,0,0,0,0
12879,0,1,0,0,0,0,0,0
12881,0,1,0,0,0,0,0,0
12882,1,0,0,0,0,0,0,0
12884,1,0,0,0,0,0,0,0
12885,1,0,1,0,0,0,0,0
12886,1,0,0,0,0,0,0,0
12887,0,1,1,0,0,0,0,0
12888,1,0,0,0,0,0,0,0
12892,1,0,0,0,0,0,0,0
12893,0,1,0,0,0,0,0,0
12894,1,0,1,0,0,0,0,0
12895,1,0,0,0,0,0,0,0
12896,1,0,1,1,0,0,0,0
12898,1,0,0,0,0,0,0,0
12899,0,1,1,1,1,1,1,0
12900,1,0,0,0,0,0,0,0
12902,1,0,0,0,0,0,0,0
12903,0,1,0,0,0,0,0,0
12904,1,0,0,0,0,0,0,0
12905,1,0,0,0,0,0,0,0
12906,1,0,0,0,0,0,0,0
12907,1,0,0,0,0,0,0,0
12908,1,0,1,1,0,0,0,0
12909,0,1,0,0,0,0,0,0
12910,0,1,1,0,0,0,0,0
12911,0,1,1,0,0,0,0,0
12912,0,1,1,1,1,1,1,1
12914,0,1,0,0,0,0,0,0
12915,0,1,0,0,0,0,0,0
12916,0,1,1,1,1,1,0,0
12917,0,1,1,1,0,0,0,0
12918,0,1,1,1,0,0,0,0
12920,1,0,0,0,0,0,0,0
12921,1,0,0,0,0,0,0,0
12922,1,0,1,1,1,1,1,0
12923,1,0,0,0,0,0,0,0
12924,1,0,1,0,0,0,0,0
12925,0,1,0,0,0,0,0,0
12926,1,0,1,0,0,0,0,0
12927,1,0,1,1,1,1,1,1
12929,0,1,0,0,0,0,0,0
12930,1,0,0,0,0,0,0,0
12931,0,1,1,1,0,0,0,0
12932,1,0,1,1,1,0,0,0
12933,0,1,1,1,0,0,0,0
12934,0,1,0,0,0,0,0,0
12935,0,1,0,0,0,0,0,0
12936,1,0,0,0,0,0,0,0
12937,0,1,0,0,0,0,0,0
12939,0,1,0,0,0,0,0,0
12940,1,0,0,0,0,0,0,0
12941,0,1,1,1,0,0,0,0
12942,0,1,0,0,0,0,0,0
12943,0,1,0,0,0,0,0,0
12944,0,1,0,0,0,0,0,0
12945,1,0,1,1,1,0,0,0
12946,0,1,0,0,0,0,0,0
12947,0,1,1,1,1,0,0,0
12948,1,0,0,0,0,0,0,0
12949,0,1,1,1,0,0,0,0
12950,1,0,1,1,0,0,0,0
12951,1,0,0,0,0,0,0,0
12952,0,1,0,0,0,0,0,0
12954,0,1,0,0,0,0,0,0
12955,0,1,0,0,0,0,0,0
12956,0,1,0,0,0,0,0,0
12957,0,1,0,0,0,0,0,0
12958,1,0,1,0,0,0,0,0
12959,0,1,0,0,0,0,0,0
12960,1,0,1,1,0,0,0,0
12961,0,1,0,0,0,0,0,0
12963,1,0,1,1,0,0,0,0
12964,0,1,1,1,1,0,0,0
12965,0,1,0,0,0,0,0,0
12966,0,1,0,0,0,0,0,0
12968,1,0,0,0,0,0,0,0
12971,1,0,0,0,0,0,0,0
12972,1,0,0,0,0,0,0,0
12973,0,1,1,0,0,0,0,0
12974,0,1,0,0,0,0,0,0
12976,1,0,0,0,0,0,0,0
12977,0,1,0,0,0,0,0,0
12978,1,0,0,0,0,0,0,0
12979,1,0,0,0,0,0,0,0
12980,0,1,1,1,0,0,0,0
12982,1,0,1,1,0,0,0,0
12983,1,0,0,0,0,0,0,0
12985,0,1,1,0,0,0,0,0
12986,0,1,1,0,0,0,0,0
12987,1,0,1,1,1,1,1,0
12988,1,0,1,1,1,1,1,1
12989,1,0,0,0,0,0,0,0
12991,1,0,1,1,1,1,1,0
12992,0,1,0,0,0,0,0,0
12993,0,1,1,1,0,0,0,0
12994,0,1,1,1,0,0,0,0
12995,0,1,0,0,0,0,0,0
12996,1,0,0,0,0,0,0,0
12997,1,0,1,1,1,0,0,0
12998,1,0,0,0,0,0,0,0
12999,0,1,0,0,0,0,0,0
13000,0,1,0,0,0,0,0,0
13001,0,1,1,1,0,0,0,0
13002,0,1,1,1,0,0,0,0
13004,1,0,0,0,0,0,0,0
13005,0,1,0,0,0,0,0,0
13006,1,0,1,1,0,0,0,0
13007,1,0,0,0,0,0,0,0
13008,1,0,0,0,0,0,0,0
13010,1,0,0,0,0,0,0,0
13011,0,1,0,0,0,0,0,0
13012,1,0,0,0,0,0,0,0
13013,0,1,1,0,0,0,0,0
13014,1,0,0,0,0,0,0,0
13015,1,0,1,1,0,0,0,0
13016,0,1,1,1,1,1,1,1
13017,0,1,0,0,0,0,0,0
13019,1,0,0,0,0,0,0,0
13020,0,1,1,1,0,0,0,0
13021,0,1,0,0,0,0,0,0
13022,0,1,0,0,0,0,0,0
13023,0,1,0,0,0,0,0,0
13025,1,0,1,1,0,0,0,0
13027,0,1,0,0,0,0,0,0
13028,1,0,1,0,0,0,0,0
13029,1,0,0,0,0,0,0,0
13030,0,1,0,0,0,0,0,0
13032,1,0,0,0,0,0,0,0
13033,0,1,1,1,0,0,0,0
13034,0,1,1,0,0,0,0,0
13035,1,0,0,0,0,0,0,0
13036,0,1,1,1,0,0,0,0
13038,1,0,0,0,0,0,0,0
13039,0,1,1,1,0,0,0,0
13040,0,1,0,0,0,0,0,0
13041,0,1,0,0,0,0,0,0
13042,1,0,1,1,0,0,0,0
13043,1,0,0,0,0,0,0,0
13044,1,0,1,0,0,0,0,0
13045,0,1,0,0,0,0,0,0
13046,0,1,1,1,1,1,1,1
13047,1,0,1,0,0,0,0,0
13048,1,0,1,0,0,0,0,0
13049,1,0,1,0,0,0,0,0
13051,1,0,1,1,1,1,0,0
13052,0,1,0,0,0,0,0,0
13053,0,1,1,1,1,1,1,0
13054,1,0,1,0,0,0,0,0
13055,1,0,1,1,1,1,0,0
13056,0,1,0,0,0,0,0,0
13057,1,0,0,0,0,0,0,0
13058,1,0,0,0,0,0,0,0
13059,1,0,0,0,0,0,0,0
13060,0,1,0,0,0,0,0,0
13062,0,1,1,0,0,0,0,0
13064,0,1,0,0,0,0,0,0
13065,1,0,0,0,0,0,0,0
13066,1,0,1,1,1,0,0,0
13067,0,1,0,0,0,0,0,0
13068,1,0,1,1,1,0,0,0
13069,1,0,1,0,0,0,0,0
13070,0,1,0,0,0,0,0,0
13071,1,0,0,0,0,0,0,0
13073,1,0,1,1,1,1,1,1
13074,1,0,0,0,0,0,0,0
13075,0,1,0,0,0,0,0,0
13076,1,0,0,0,0,0,0,0
13077,1,0,0,0,0,0,0,0
13078,0,1,1,1,0,0,0,0
13080,0,1,0,0,0,0,0,0
13082,0,1,0,0,0,0,0,0
13083,0,1,1,1,1,1,1,1
13084,1,0,0,0,0,0,0,0
13085,1,0,0,0,0,0,0,0
13086,1,0,0,0,0,0,0,0
13087,0,1,1,1,0,0,0,0
13088,1,0,1,0,0,0,0,0
13089,0,1,1,1,1,1,1,1
13090,0,1,1,1,0,0,0,0
13091,0,1,1,1,1,1,1,0
13092,1,0,1,1,0,0,0,0
13093,0,1,1,1,1,1,1,1
13096,1,0,1,1,0,0,0,0
13098,1,0,1,1,0,0,0,0
13099,1,0,0,0,0,0,0,0
13100,0,1,0,0,0,0,0,0
13101,0,1,0,0,0,0,0,0
13102,1,0,0,0,0,0,0,0
13103,0,1,1,0,0,0,0,0
13104,0,1,0,0,0,0,0,0
13106,0,1,0,0,0,0,0,0
13107,0,1,1,1,0,0,0,0
13108,0,1,1,1,0,0,0,0
13110,0,1,1,0,0,0,0,0
13111,0,1,1,1,1,0,0,0
13112,0,1,0,0,0,0,0,0
13113,1,0,1,1,0,0,0,0
13115,0,1,0,0,0,0,0,0
13116,1,0,1,0,0,0,0,0
13117,0,1,0,0,0,0,0,0
13118,1,0,0,0,0,0,0,0
13119,1,0,0,0,0,0,0,0
13120,0,1,0,0,0,0,0,0
13121,1,0,0,0,0,0,0,0
13122,1,0,1,1,0,0,0,0
13123,0,1,1,1,1,1,1,0
13125,0,1,1,1,0,0,0,0
13126,0,1,0,0,0,0,0,0
13128,1,0,0,0,0,0,0,0
13129,0,1,0,0,0,0,0,0
13130,1,0,0,0,0,0,0,0
13131,0,1,0,0,0,0,0,0
13132,0,1,1,1,0,0,0,0
13133,0,1,0,0,0,0,0,0
13134,1,0,0,0,0,0,0,0
13135,1,0,1,1,1,1,1,0
13136,1,0,0,0,0,0,0,0
13137,1,0,1,1,0,0,0,0
13138,0,1,1,1,0,0,0,0
13140,0,1,1,1,0,0,0,0
13142,0,1,0,0,0,0,0,0
13144,0,1,0,0,0,0,0,0
13145,0,1,0,0,0,0,0,0
13146,1,0,1,0,0,0,0,0
13147,1,0,1,0,0,0,0,0
13148,1,0,0,0,0,0,0,0
13149,1,0,0,0,0,0,0,0
13150,0,1,0,0,0,0,0,0
13151,0,1,0,0,0,0,0,0
13152,1,0,1,0,0,0,0,0
13155,0,1,0,0,0,0,0,0
13156,0,1,1,1,1,0,0,0
13157,0,1,0,0,0,0,0,0
13158,1,0,1,0,0,0,0,0
13159,0,1,1,1,0,0,0,0
13162,0,1,0,0,0,0,0,0
13163,1,0,1,1,0,0,0,0
13164,0,1,1,1,0,0,0,0
13166,0,1,0,0,0,0,0,0
13168,1,0,1,1,1,1,1,0
13169,0,1,1,0,0,0,0,0
13171,1,0,0,0,0,0,0,0
13172,0,1,1,1,1,1,0,0
13173,0,1,0,0,0,0,0,0
13174,1,0,0,0,0,0,0,0
13175,0,1,1,1,0,0,0,0
13177,1,0,1,1,1,0,0,0
13178,0,1,1,1,0,0,0,0
13179,1,0,0,0,0,0,0,0
13180,0,1,0,0,0,0,0,0
13181,0,1,1,1,1,1,1,0
13183,0,1,0,0,0,0,0,0
13184,1,0,0,0,0,0,0,0
13185,1,0,1,0,0,0,0,0
13186,0,1,0,0,0,0,0,0
13187,1,0,0,0,0,0,0,0
13188,1,0,1,1,1,0,0,0
13190,0,1,1,0,0,0,0,0
13191,0,1,1,1,1,0,0,0
13192,0,1,0,0,0,0,0,0
13193,0,1,0,0,0,0,0,0
13194,1,0,1,1,1,1,1,1
13195,1,0,0,0,0,0,0,0
13196,1,0,0,0,0,0,0,0
13197,0,1,1,1,1,0,0,0
13198,0,1,0,0,0,0,0,0
13199,1,0,1,0,0,0,0,0
13200,0,1,1,1,0,0,0,0
13201,0,1,0,0,0,0,0,0
13203,1,0,1,1,1,1,0,0
13204,1,0,0,0,0,0,0,0
13205,1,0,1,0,0,0,0,0
13206,0,1,1,0,0,0,0,0
13207,1,0,0,0,0,0,0,0
13208,0,1,1,1,1,0,0,0
13209,1,0,0,0,0,0,0,0
13210,1,0,1,0,0,0,0,0
13211,0,1,1,1,0,0,0,0
13212,0,1,1,0,0,0,0,0
13213,0,1,0,0,0,0,0,0
13214,1,0,0,0,0,0,0,0
13215,1,0,0,0,0,0,0,0
13216,0,1,1,1,0,0,0,0
13217,0,1,1,1,1,0,0,0
13218,0,1,0,0,0,0,0,0
13219,0,1,0,0,0,0,0,0
13220,0,1,0,0,0,0,0,0
13221,0,1,1,1,1,1,1,1
13222,0,1,1,1,1,1,0,0
13223,1,0,1,0,0,0,0,0
13224,1,0,1,1,1,1,1,0
13228,0,1,1,1,0,0,0,0
13229,0,1,0,0,0,0,0,0
13230,0,1,1,0,0,0,0,0
13231,1,0,0,0,0,0,0,0
13232,1,0,0,0,0,0,0,0
13233,1,0,1,1,0,0,0,0
13234,1,0,0,0,0,0,0,0
13235,0,1,0,0,0,0,0,0
13238,0,1,1,1,1,1,1,0
13239,1,0,1,0,0,0,0,0
13240,1,0,1,1,1,1,1,0
13242,1,0,0,0,0,0,0,0
13243,0,1,1,1,1,0,0,0
13244,1,0,1,0,0,0,0,0
13245,0,1,1,0,0,0,0,0
13246,0,1,1,0,0,0,0,0
13247,1,0,0,0,0,0,0,0
13248,0,1,0,0,0,0,0,0
13249,1,0,0,0,0,0,0,0
13250,0,1,0,0,0,0,0,0
13251,1,0,1,1,0,0,0,0
13253,0,1,0,0,0,0,0,0
13254,0,1,0,0,0,0,0,0
13255,0,1,0,0,0,0,0,0
13256,1,0,1,1,0,0,0,0
13257,1,0,0,0,0,0,0,0
13258,0,1,1,1,0,0,0,0
13260,0,1,0,0,0,0,0,0
13261,1,0,0,0,0,0,0,0
13262,1,0,0,0,0,0,0,0
13263,1,0,1,1,0,0,0,0
13264,0,1,1,0,0,0,0,0
13266,1,0,0,0,0,0,0,0
13268,0,1,0,0,0,0,0,0
13269,1,0,0,0,0,0,0,0
13271,0,1,0,0,0,0,0,0
13272,0,1,1,1,0,0,0,0
13273,0,1,1,0,0,0,0,0
13274,0,1,1,0,0,0,0,0
13275,0,1,1,0,0,0,0,0
13277,0,1,1,1,0,0,0,0
13278,1,0,1,1,0,0,0,0
13279,0,1,0,0,0,0,0,0
13280,1,0,0,0,0,0,0,0
13281,1,0,1,1,0,0,0,0
13282,0,1,1,1,0,0,0,0
13285,0,1,1,1,1,1,1,1
13286,1,0,1,1,1,1,1,0
13287,0,1,1,1,1,1,1,1
13288,0,1,0,0,0,0,0,0
13289,1,0,1,1,0,0,0,0
13290,0,1,1,1,0,0,0,0
13291,0,1,0,0,0,0,0,0
13292,0,1,0,0,0,0,0,0
13294,0,1,1,1,1,1,0,0
13295,1,0,0,0,0,0,0,0
13296,1,0,0,0,0,0,0,0
13298,1,0,0,0,0,0,0,0
13299,1,0,0,0,0,0,0,0
13300,1,0,1,1,1,0,0,0
